First,Last,Email,Password,State of IP,Date of Breach,Date of Most Recent Password Change
megan,maldonado,megan.maldonado@protonmail.ch,lori123,nevada,2003-07,1990-04
paul,lim,paul.lim716@hotmail.com,terry27,wisconsin,2012-04,1998-06
robert,rosario,www.patrik,fruehauf@secmail.pro,Jungler,maryland,2016-02,2006-10
samantha,dawson,samantha.dawson936@protonmail.ch,dumire,kentucky,2002-06,2009-10
megan,rasmussen,megan.rasmussen740@gmail.com,ditty1,georgia,2006-05,2009-06
dylan,obrien,dylan.obrien@lavabit.io,jazzone,wisconsin,2003-08,1990-02
brian,prince,brian.prince1426@hotmail.com,olympiakos7,minnesota,2003-10,2013-04
beverly,galvan,beverly.galvan1595@secmail.pro,asdfg12345,georgia,2004-11,2005-05
john,hopkins,john.hopkins1107@lavabit.io,9926158802,hawaii,2013-05,1995-08
william,cannon,Wandah_w@yahoo.com,keara,new york,1997-10,1998-03
william,murray,william.murray@gmail.com,013160,texas,1998-05,2010-10
pamela,castillo,pamela.castillo1716@lavabit.io,525849647193,north dakota,1993-03,2011-10
angela,wolf,angela.wolf915@unzz.edu,11440,nebraska,1991-09,1995-11
pamela,morrow,pamela.morrow322@lavabit.io,water18,south carolina,2003-07,2011-08
gary,case,gary.case465@yahoo.com,Asusir123,west virginia,1998-02,1999-06
carol,brady,carol.brady@secmail.pro,teneree,iowa,2006-09,2000-06
jose,hensley,sammylee.j.barnes@icloud.com,551863,indiana,1993-08,2011-05
cynthia,barrera,cynthia.barrera1462@aol.com,april30,oklahoma,1991-08,1999-07
diane,hayden,diane.hayden1478@protonmail.ch,rigolons,indiana,2005-09,1998-02
samantha,arroyo,samantha.arroyo2149@icloud.com,suhky2000,illinois,2012-09,2006-09
maria,cohen,maria.cohen@hotmail.com,kabiru,oklahoma,2012-07,1992-06
rachel,howe,rachel.howe1347@protonmail.ch,trangirl,arkansas,2002-03,2007-01
frances,sweeney,frances.sweeney822@unzz.edu,amosandy,kansas,2007-06,2017-08
larry,ali,mcgowan.doyle845@lavabit.io,glossa,maine,2013-06,2016-03
joseph,velez,joseph.velez471@lavabit.io,dunes,idaho,2014-05,1996-05
peter,lin,peter.lin@gmail.com,s271121,colorado,2012-03,1993-07
andrew,hardin,andrew.hardin1613@lavabit.io,marusy,washington,2007-04,1995-08
carol,dawson,carol.dawson1868@protonmail.ch,ForWebCr,wisconsin,2012-04,1996-01
eric,lam,eric.lam1992@icloud.com,08011971,alaska,2003-03,2014-01
justin,villegas,justin.villegas2043@hotmail.com,kurgn01,ohio,2008-03,2016-10
angela,mayer,angela.mayer@secmail.pro,200207,south dakota,2015-06,2016-06
michelle,cobb,michelle.cobb1564@gmail.com,lbclbc,south carolina,1999-01,2005-11
debra,richards,debra.richards398@aol.com,ppropper,texas,2003-07,2015-01
alexander,klein,alexander.klein1268@hotmail.com,unbelivable,wisconsin,2017-03,1999-04
hannah,stephenson,hannah.stephenson846@protonmail.ch,211282j,illinois,2001-03,1998-07
albert,correa,albert.correa@protonmail.ch,uhhvnx,new jersey,2016-06,1999-01
ryan,cummings,ryan.cummings635@aol.com,zarplata,wyoming,2001-07,2015-10
steven,case,matous.david@lavabit.io,04051964,,2015-06,2005-10
gary,fleming,gary.fleming1882@hotmail.com,apollo99,mississippi,2007-04,2009-02
stephanie,hardy,stephanie.hardy1790@lavabit.io,dingdong,wyoming,2006-07,2008-09
charles,arroyo,charles.arroyo@gmail.com,dikzrittd,michigan,1995-05,1990-09
debra,kane,debra.kane760@yahoo.com,asslove,wisconsin,1997-09,1994-05
thomas,davidson,thomas.davidson662@yahoo.com,347501,illinois,1995-06,1991-06
keith,cline,keith.cline2005@protonmail.ch,20291701,,2004-01,2006-07
victoria,griffith,jg0203@secmail.pro,pifpif,kentucky,2006-01,2017-07
janet,nava,janet.nava@hotmail.com,5610324,south carolina,2005-09,1993-10
james,poole,james.poole1655@hotmail.com,rasput1n,florida,1999-11,2003-11
megan,rivera,megan.rivera1878@hotmail.com,steve73,nevada,2003-02,2000-05
beverly,castaneda,beverly.castaneda1899@yahoo.com,apaama,,1990-05,1997-09
frances,hickman,frances.hickman1702@lavabit.io,ONLYME,nevada,1992-08,2000-10
alice,hull,alice.hull@lavabit.io,topdawg,rhode island,1992-05,2016-07
ruth,vega,jp.ferber@protonmail.ch,alexolite,new hampshire,2007-03,2005-11
laura,burch,laura.burch1678@gmail.com,webscape,delaware,2007-10,1994-04
paul,hicks,paul.hicks1013@lavabit.io,johnlocke,colorado,2014-02,2011-08
julie,bridges,julie.bridges1107@icloud.com,kimikimi,washington,1991-06,2004-09
kayla,bailey,kayla.bailey@secmail.pro,sweetda69,tennessee,2005-05,2017-11
theresa,combs,theresa.combs2016@icloud.com,poman1,idaho,2016-01,2002-01
bradley,hinton,bradley.hinton1039@gmail.com,2244475,south carolina,2001-08,2008-07
susan,rangel,jalva20082008@gmail.com,07051981m,new hampshire,2008-09,2010-02
james,coffey,james.coffey532@icloud.com,malkaded,nebraska,2014-05,1994-07
william,stanton,william.stanton@aol.com,Phantom309,idaho,1991-06,2003-04
albert,blackwell,albert.blackwell1190@protonmail.ch,Qwerty13579,missouri,2004-05,1998-10
natalie,lam,natalie.lam988@hotmail.com,jpbean7,florida,2017-06,2014-04
matthew,harding,matthew.harding1768@protonmail.ch,etw0463,arkansas,2011-04,2010-08
lori,avery,lori.avery849@unzz.edu,7389,nevada,2000-02,2015-06
anthony,little,anthony.little@gmail.com,localoc,delaware,1997-03,1990-04
kelly,maddox,kelly.maddox1300@gmail.com,l3sch13ns,minnesota,2005-10,1997-09
patrick,powers,patrick.powers198@yahoo.com,2gilless,maine,1990-10,2012-05
megan,mack,megan.mack558@yahoo.com,031957,wisconsin,1991-02,1993-07
samuel,melendez,samuel.melendez1075@aol.com,NCC74656,arkansas,2003-06,2000-06
mark,davila,mark.davila@hotmail.com,OTMOPO3Ok,connecticut,2001-04,2014-04
madison,mata,madison.mata1274@yahoo.com,vascodagama,kentucky,1990-08,2002-08
ralph,faulkner,vinicius@lavabit.io,vip130,rhode island,2012-02,2003-01
amy,barry,amy.barry392@protonmail.ch,1Deskjet,maine,1995-03,2012-08
jacqueline,singh,jacqueline.singh1861@aol.com,ghwelty,pennsylvania,1993-09,2006-02
donna,dawson,donna.dawson@aol.com,zapper64,indiana,2015-03,2008-02
alan,norris,alan.norris1918@hotmail.com,kitten3,west virginia,2005-11,2007-08
aaron,flores,aaron.flores264@icloud.com,fatpants,kentucky,2014-09,2006-10
nicole,krueger,nicole.krueger384@secmail.pro,applecru,washington,2015-08,1998-07
mark,chung,Jm_4536@yahoo.com,galina54,wyoming,2002-10,2001-01
sean,lugo,sean.lugo@aol.com,8003291,south carolina,1997-08,2006-05
doris,riley,doris.riley1793@lavabit.io,99Whurl6,iowa,1997-02,1999-01
jean,duarte,jean.duarte1466@aol.com,7244,texas,2002-03,2012-07
harold,butler,harold.butler1539@aol.com,grahamm,vermont,2014-05,1998-10
tyler,weber,tyler.weber1049@gmail.com,1092005,rhode island,1993-06,1992-09
justin,odonnell,justin.odonnell@protonmail.ch,datboi,florida,2016-08,2014-04
keith,cox,fantasticfourthmeal@gmail.com,starfir,nevada,2006-09,2003-08
danielle,lawrence,danielle.lawrence2121@lavabit.io,kesa08,florida,2015-03,2004-01
melissa,valenzuela,melissa.valenzuela1222@unzz.edu,artem8921,west virginia,2013-08,2014-10
kenneth,quinn,kenneth.quinn460@icloud.com,Fabio1,north carolina,2001-03,1998-08
dorothy,baldwin,dorothy.baldwin@aol.com,sean28,mississippi,1996-07,2003-07
eugene,bradley,eugene.bradley1982@yahoo.com,fingerba,montana,2001-06,1999-03
theresa,leonard,theresa.leonard1743@unzz.edu,lonesmac,connecticut,2005-03,1991-10
dennis,blake,sosolsinho@icloud.com,koblenz03,wyoming,1998-10,2003-06
bradley,saunders,bradley.saunders152@yahoo.com,jitomate,north carolina,2003-10,2001-10
johnny,holmes,johnny.holmes@gmail.com,huihua99,pennsylvania,1997-07,1997-03
david,schwartz,david.schwartz1435@secmail.pro,axongaqu,illinois,1998-07,2010-10
brian,cole,brian.cole1677@gmail.com,killemall,new york,2000-02,2005-06
george,ryan,george.ryan948@aol.com,beckham23,oklahoma,1994-05,2012-06
pamela,mcpherson,pamela.mcpherson230@protonmail.ch,andrie2,indiana,2006-10,2017-03
cheryl,bennett,cheryl.bennett@secmail.pro,0323,north carolina,2009-10,2008-11
pamela,pollard,pamela.pollard1546@unzz.edu,07091992n,arkansas,1995-08,2011-07
christian,valentine,christian.valentine338@yahoo.com,masha1981,georgia,2000-01,2000-11
frances,dalton,frances.dalton389@gmail.com,bazuka,colorado,1997-06,1995-04
stephen,beard,stephen.beard628@icloud.com,qwert55,florida,1999-07,2007-06
sarah,raymond,sarah.raymond@yahoo.com,koreanpr,new mexico,2010-03,2003-08
juan,benjamin,juan.benjamin1559@aol.com,ymca01,utah,2002-06,2001-04
rose,scott,nikola_fotboll@yahoo.com,pat2000,,2007-06,2016-06
sharon,ortiz,sharon.ortiz2034@secmail.pro,mama51,new jersey,1998-01,2005-07
richard,knox,richard.knox635@protonmail.ch,Hornets,georgia,1997-11,2017-07
catherine,berger,catherine.berger@protonmail.ch,corolla,pennsylvania,1991-04,1991-05
timothy,lawrence,timothy.lawrence1695@aol.com,AZsx4695,north dakota,1997-05,2010-07
kimberly,watkins,kimberly.watkins178@lavabit.io,shark04,wyoming,2013-03,2010-03
adam,cain,adam.cain1908@unzz.edu,feral,missouri,1995-01,1995-01
natalie,sierra,cacangboy@aol.com,google1,massachusetts,2004-11,1990-03
mary,sierra,mary.sierra@unzz.edu,fred0927,washington,2012-10,2003-10
austin,stokes,austin.stokes1399@icloud.com,wallas,kentucky,1990-03,2005-09
michelle,johns,michelle.johns1048@hotmail.com,n12345678,oregon,1994-06,2015-03
paul,glenn,paul.glenn867@yahoo.com,172839654,california,2003-04,1991-02
denise,gutierrez,denise.gutierrez821@protonmail.ch,apple89,pennsylvania,2007-02,2015-10
danielle,norman,danielle.norman@aol.com,alert,georgia,2009-01,1994-02
rebecca,reeves,ady1029130@hotmail.com,di11251,pennsylvania,1998-06,1997-10
scott,mitchell,scott.mitchell1326@hotmail.com,51872,new hampshire,1999-01,2013-10
austin,mcgee,austin.mcgee1598@secmail.pro,WHISKERS,hawaii,2007-02,1992-05
douglas,day,douglas.day1009@yahoo.com,kissinge,nevada,2003-01,2017-04
nathan,ryan,nathan.ryan@gmail.com,artmane,delaware,2004-11,2009-10
patrick,booker,patrick.booker1826@hotmail.com,9135,new york,2014-06,1990-08
kenneth,bernard,kenneth.bernard28@unzz.edu,ssrocks,texas,2011-07,2002-09
emma,mcclure,lucavgarcia@unzz.edu,6767189,pennsylvania,1995-01,2016-04
debra,leonard,debra.leonard216@gmail.com,1995777,maine,2000-06,1993-06
jerry,morrison,jerry.morrison@lavabit.io,joeprez00,iowa,2012-02,1993-04
lawrence,dawson,lawrence.dawson1868@icloud.com,martinl,washington,1997-02,1990-07
marilyn,maldonado,marilyn.maldonado2000@secmail.pro,jkluio789,texas,1998-06,1992-03
gloria,hinton,gloria.hinton1298@protonmail.ch,mj2zyx,rhode island,2009-11,2009-07
nicholas,gilmore,nicholas.gilmore198@unzz.edu,raid81,,2015-02,2000-10
jessica,gilbert,jessica.gilbert@gmail.com,cit236,missouri,2006-10,1999-08
joyce,harrington,joyce.harrington644@lavabit.io,turbo7,new york,1994-09,2017-05
lisa,cortes,lisa.cortes1038@yahoo.com,reikoyukio,iowa,2009-07,1998-10
donna,koch,donna.koch593@lavabit.io,phatboys,rhode island,2003-03,1997-03
aaron,trejo,aaron.trejo2040@secmail.pro,oysters,montana,1995-10,2012-11
angela,juarez,angela.juarez@gmail.com,jackie98,new hampshire,2012-02,2010-04
olivia,preston,olivia.preston1246@gmail.com,cheris,illinois,1992-05,2010-04
alice,clements,wandahw@yahoo.com,174320,ohio,1991-06,2014-01
betty,page,betty.page485@aol.com,19216801,michigan,2008-10,1999-04
william,garrett,william.garrett2101@secmail.pro,MEGAN,nebraska,2004-07,2002-10
laura,calderon,laura.calderon@lavabit.io,retnapriya,rhode island,2002-11,2005-06
christian,castillo,christian.castillo1278@hotmail.com,aszx,pennsylvania,1994-06,1999-05
laura,rhodes,laura.rhodes1792@gmail.com,zeleznik,washington,2000-08,2015-04
christina,bond,christina.bond1557@secmail.pro,war10ck1987,illinois,1999-03,1996-03
bruce,rodgers,deo_eldnac@protonmail.ch,346334,utah,2014-02,2000-08
christopher,cannon,christopher.cannon@secmail.pro,corregid,arkansas,2014-02,1991-10
donna,cannon,donna.cannon1045@secmail.pro,112206,oklahoma,2001-05,2017-03
christine,jones,christine.jones2100@hotmail.com,RALPHIE1,nebraska,1991-10,2013-04
kathryn,kemp,kathryn.kemp1400@protonmail.ch,QeKTTa,nevada,2015-06,1991-09
steven,marshall,steven.marshall1068@secmail.pro,04021952,kansas,1995-01,2001-11
deborah,boyle,deborah.boyle@gmail.com,140903,massachusetts,2007-03,1992-10
gregory,duran,vedantaggarwal123@yahoo.com,ac2109,nevada,2007-10,2016-03
christina,cameron,christina.cameron573@unzz.edu,150246,maine,1994-04,2015-09
marilyn,melton,marilyn.melton2185@gmail.com,pa717935,kentucky,2000-07,1994-04
christina,moyer,christina.moyer430@unzz.edu,primetim,oklahoma,2011-02,2017-02
megan,mccoy,megan.mccoy@unzz.edu,kelowna,pennsylvania,2012-03,2003-10
eric,stephenson,eric.stephenson1768@icloud.com,access70,washington,1991-05,1994-04
willie,nelson,willie.nelson451@lavabit.io,520288,wyoming,2013-05,2006-01
amy,melton,hakim26@unzz.edu,capote,new jersey,2007-08,2004-11
jesse,lu,jesse.lu481@lavabit.io,3215,massachusetts,2002-07,2012-05
bobby,portillo,bobby.portillo@protonmail.ch,wrist,vermont,1997-04,2014-06
jose,matthews,jose.matthews1364@secmail.pro,laser111,louisiana,2000-01,2011-07
cynthia,walls,cynthia.walls207@yahoo.com,chino11,kentucky,1999-10,2011-04
sharon,steele,sharon.steele819@gmail.com,israfilova,new mexico,2015-02,1991-09
judith,ochoa,judith.ochoa1326@unzz.edu,Mulambo1,california,2000-03,2007-09
jean,hudson,jean.hudson@secmail.pro,rms123,colorado,1992-05,1994-01
brian,arellano,brian.arellano1067@hotmail.com,pztownsn,alabama,2016-05,2000-09
elizabeth,webster,elizabeth.webster1881@icloud.com,likanelicane,new jersey,1993-08,2014-03
jeremy,lucas,jeremy.lucas444@gmail.com,gama12,vermont,2016-04,1998-04
beverly,shaffer,beverly.shaffer1588@aol.com,2408memit,wisconsin,1993-09,2010-10
helen,hartman,helen.hartman@secmail.pro,64vett,indiana,1995-04,1993-04
frances,hendrix,frances.hendrix919@protonmail.ch,9471,wyoming,1993-06,2001-10
eric,quintero,nanay.sol@icloud.com,390,new york,1994-08,1999-07
joshua,house,joshua.house1416@lavabit.io,dakota13,georgia,2011-05,1992-01
roy,rangel,roy.rangel1566@icloud.com,coventr,new mexico,1997-09,2000-05
justin,terrell,justin.terrell@yahoo.com,flight23,,1995-01,2001-07
diane,escobar,diane.escobar554@secmail.pro,8050026,colorado,2000-10,2015-01
kayla,jennings,kayla.jennings348@unzz.edu,deepa123,washington,2008-05,1999-06
kathryn,gould,kathryn.gould1536@hotmail.com,05040504,ohio,1997-09,2007-09
dennis,maddox,vasile_@gmail.com,gfljyjr,delaware,2012-02,2009-11
rebecca,underwood,rebecca.underwood@icloud.com,estefa,west virginia,2006-02,1999-03
dennis,barr,dennis.barr1437@secmail.pro,river23,alaska,1997-05,1996-01
natalie,brandt,natalie.brandt1632@icloud.com,lje777,colorado,1998-09,1998-01
rose,bradford,rose.bradford936@aol.com,ktnj2012,mississippi,2003-03,2002-04
diana,lynch,diana.lynch1300@gmail.com,30300,wisconsin,2016-05,2013-10
carol,gregory,carol.gregory@protonmail.ch,WOMBAT,wisconsin,2012-09,2016-08
natalie,leblanc,evanheldt@aol.com,blurt,new hampshire,2014-11,2004-01
judith,ramsey,judith.ramsey706@gmail.com,041772,vermont,1994-08,1999-10
peter,mccoy,peter.mccoy2189@aol.com,gavruha,minnesota,1997-06,2004-08
jeffrey,perry,jeffrey.perry793@hotmail.com,mike14,iowa,1992-07,1994-09
jesse,daniel,jesse.daniel@gmail.com,bgjntrf,connecticut,2014-09,2003-03
nancy,shaffer,nancy.shaffer1868@gmail.com,grass,kentucky,2001-10,2001-02
jesse,sutton,jesse.sutton393@protonmail.ch,russ9999,kansas,2004-09,1996-09
juan,cooper,audreymartins7@protonmail.ch,tttooo,nebraska,2002-11,2012-08
brandon,harding,brandon.harding2099@unzz.edu,dubuque,maine,1994-04,1994-07
amy,hill,amy.hill@unzz.edu,rfhfctdf,ohio,2014-01,2000-11
patrick,patrick,patrick.patrick1833@yahoo.com,sokoladas,north dakota,1997-04,2015-06
adam,conrad,adam.conrad1707@hotmail.com,fynbcgfv,oregon,1999-07,1994-11
denise,diaz,denise.diaz1813@yahoo.com,monster0,tennessee,2014-09,2010-10
john,lucero,john.lucero1778@aol.com,501672536,delaware,1996-08,1997-08
thomas,cantrell,thomas.cantrell@unzz.edu,lifeislife,montana,1993-09,1998-09
cynthia,mack,cynthia.mack233@yahoo.com,lloyd15x,florida,1994-04,2006-07
doris,cherry,doris.cherry585@protonmail.ch,SHELBY,michigan,1990-11,2001-03
lawrence,moore,lawrence.moore1879@hotmail.com,rfhfgep666,texas,2012-01,1998-08
samantha,parrish,samantha.parrish460@hotmail.com,1984311,vermont,1996-10,2005-04
gloria,webster,gloria.webster@yahoo.com,dd12v92,montana,2000-08,2001-11
beverly,keith,beverly.keith1456@lavabit.io,080879,hawaii,2011-11,1998-08
roger,morrow,belafort66@icloud.com,unionist,maine,2003-11,2011-08
brandon,michael,brandon.michael1943@gmail.com,Marley,massachusetts,1996-04,2001-08
nathan,mack,nathan.mack1698@protonmail.ch,baratok,rhode island,2005-06,1992-01
willie,gallegos,willie.gallegos@icloud.com,azura123,maine,1992-04,2002-03
jason,hail,jason.hail419@yahoo.com,7980293,tennessee,2015-11,2009-06
grace,cruz,grace.cruz974@yahoo.com,1012,florida,2014-10,2001-02
gerald,benson,gerald.benson1120@secmail.pro,123456789***,wisconsin,2003-06,1990-10
juan,reese,filipbos@protonmail.ch,moreno3,washington,2009-05,2014-06
jessica,blevins,jessica.blevins@lavabit.io,drazil,connecticut,1998-10,2002-08
jerry,bradford,jerry.bradford1699@protonmail.ch,pizza666,florida,2010-10,1993-05
william,roach,william.roach28@hotmail.com,justme123,delaware,1994-07,2007-11
jerry,johnson,jerry.johnson902@unzz.edu,cska11,minnesota,1995-11,1994-06
teresa,bowen,teresa.bowen1466@gmail.com,lupus,vermont,2008-03,2002-03
laura,richard,laura.richard@hotmail.com,Wildwood,tennessee,2014-01,2004-10
brian,hicks,adam.rowley.00@protonmail.ch,half76,oregon,1997-07,2011-11
dennis,park,dennis.park321@yahoo.com,356000,maine,2001-11,2012-11
russell,jenkins,russell.jenkins219@protonmail.ch,killllik,south dakota,2003-09,1990-01
susan,kirby,susan.kirby1468@icloud.com,natalya1990,oklahoma,1992-08,1999-02
eric,buck,eric.buck@hotmail.com,jackson23,california,2010-09,1998-02
benjamin,magana,benjamin.magana685@unzz.edu,asombroso,north dakota,2000-05,2005-08
carol,mckenzie,carol.mckenzie1635@hotmail.com,72557255,arizona,1990-02,2006-07
bruce,randolph,shirleyhol150@lavabit.io,dupa12,florida,2004-06,2016-06
keith,nichols,keith.nichols878@yahoo.com,garcia1,indiana,2013-09,2014-02
joan,cherry,joan.cherry@unzz.edu,891989,kentucky,2010-10,2000-07
elizabeth,beil,elizabeth.beil1808@aol.com,xXxFoN,hawaii,2011-06,2003-10
samuel,marks,samuel.marks746@gmail.com,1865908,oklahoma,2016-07,2011-09
judy,dickson,judy.dickson1168@yahoo.com,780607,georgia,2003-09,2017-04
larry,greene,larry.greene1137@icloud.com,yq3fs8mo,oklahoma,2016-05,1991-10
madison,tate,madison.tate@gmail.com,jumphigh,california,2004-06,2009-06
willie,washington,willie.washington1282@unzz.edu,23236923,montana,2002-08,2010-08
joe,pineda,joe.pineda1049@yahoo.com,zoomin,,1999-11,2007-01
sara,mathews,sara.mathews711@hotmail.com,kaneko,rhode island,2000-07,1993-02
jennifer,stark,jennifer.stark1042@unzz.edu,gloyer,north dakota,2014-11,1999-05
terry,clark,terry.clark@lavabit.io,84554,michigan,1990-09,2016-09
rebecca,hahn,rebecca.hahn1028@secmail.pro,powers12312,delaware,2009-03,2004-07
sarah,maldonado,keaheydeearvis@protonmail.ch,Benzene1,washington,1993-11,2004-05
teresa,ballard,teresa.ballard167@aol.com,biliard,new york,2001-11,2005-09
jack,giles,jack.giles315@aol.com,letssee,georgia,2007-03,1997-03
robert,estes,robert.estes@aol.com,secretariate,new jersey,2003-03,2010-08
christine,patton,christine.patton1035@gmail.com,19517531,rhode island,2003-10,1995-08
julia,thomas,julia.thomas1566@secmail.pro,mama34,california,2001-07,2002-03
michelle,warren,michelle.warren1308@unzz.edu,catches,utah,1990-09,1990-08
alexander,lloyd,ladypushi@unzz.edu,mrsmiley,georgia,1997-08,2004-07
anthony,mata,anthony.mata@gmail.com,60ellen,michigan,2011-02,2011-05
james,gates,james.gates1825@icloud.com,ted360,north dakota,1994-02,2010-05
nicole,garcia,nicole.garcia1028@hotmail.com,trauma1,north dakota,1992-07,2013-03
nicole,noble,nicole.noble1222@unzz.edu,170489,nebraska,2000-05,2011-07
benjamin,reed,benjamin.reed440@unzz.edu,hoowoocu,mississippi,2010-11,2011-10
joyce,meyers,joyce.meyers@unzz.edu,1985an,south carolina,2009-09,1998-02
patrick,prince,ricardo_nazir@hotmail.com,Pdo132435,arkansas,1991-05,2008-08
sophia,mays,sophia.mays1367@aol.com,1242846,california,2009-06,1999-04
alexis,garner,alexis.garner1501@yahoo.com,sports43,indiana,1992-09,2012-10
betty,lynn,betty.lynn2023@lavabit.io,fist907896,new mexico,2009-06,2015-03
bruce,blevins,bruce.blevins@yahoo.com,nosova,utah,1995-04,1996-07
vincent,ferguson,vincent.ferguson1020@protonmail.ch,donald2,minnesota,1998-06,2000-03
sophia,richard,sophia.richard216@gmail.com,meknes,kentucky,1992-04,2011-11
margaret,knight,dig3530@icloud.com,sandij,maryland,2004-06,2012-03
lawrence,powers,lawrence.powers904@lavabit.io,yogib123,massachusetts,1992-09,1995-08
jason,pearson,jason.pearson@unzz.edu,pokey0,michigan,1995-11,2007-05
